title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
"The Shape of Water",2017,http://www.icheckmovies.com/movies/the+shape+of+water-2017/,11164,754,7,383,,http://www.imdb.com/title/tt5580390/,"2018-06-08 07:11:12",no,no,no,no
"Jumanji: Welcome to the Jungle",2017,http://www.icheckmovies.com/movies/jumanji+welcome+to+the+jungle/,6504,229,2,104,,http://www.imdb.com/title/tt2283362/,"2018-06-08 07:10:36",no,no,no,no
Coco,2017,http://www.icheckmovies.com/movies/coco-2017/,11994,1180,12,364,,http://www.imdb.com/title/tt2380307/,"2018-06-08 07:10:21",no,no,no,no
"Hunt for the Wilderpeople",2016,http://www.icheckmovies.com/movies/hunt+for+the+wilderpeople/,4907,668,1,174,,http://www.imdb.com/title/tt4698684/,"2018-05-28 21:16:52",no,no,no,no
Rings,2017,http://www.icheckmovies.com/movies/rings-2017/,778,5,0,32,,http://www.imdb.com/title/tt0498381/,"2018-05-28 21:16:31",no,no,no,no
"Deadpool 2",2018,http://www.icheckmovies.com/movies/deadpool+2/,8741,472,2,158,,http://www.imdb.com/title/tt5463162/,"2018-05-21 05:04:01",no,no,no,no
Mute,2018,http://www.icheckmovies.com/movies/mute-2018/,808,21,0,32,,http://www.imdb.com/title/tt1464763/,"2018-05-19 05:51:51",no,no,no,no
"Killing Gunther",2017,http://www.icheckmovies.com/movies/killing+gunther/,213,2,0,5,,http://www.imdb.com/title/tt5689068/,"2018-05-19 05:51:38",no,no,no,no
"The Hitman's Bodyguard",2017,http://www.icheckmovies.com/movies/the+hitmans+bodyguard/,2970,114,1,65,,http://www.imdb.com/title/tt1959563/,"2018-05-17 21:09:21",no,no,no,no
"Avengers: Infinity War",2018,http://www.icheckmovies.com/movies/avengers+infinity+war/,14007,1001,9,332,,http://www.imdb.com/title/tt4154756/,"2018-04-27 05:19:27",no,no,no,no
Inconceivable,2017,http://www.icheckmovies.com/movies/inconceivable-2017/,103,3,0,4,,http://www.imdb.com/title/tt3481634/,"2018-04-14 01:44:32",no,no,no,no
"Message from the King",2016,http://www.icheckmovies.com/movies/message+from+the+king/,174,5,0,11,,http://www.imdb.com/title/tt1712192/,"2018-04-06 03:38:10",no,no,no,no
"Happy Hunting",2017,http://www.icheckmovies.com/movies/happy+hunting/,71,0,0,16,,http://www.imdb.com/title/tt5189770/,"2018-04-02 03:28:19",no,no,no,no
"Game Over, Man!",2018,http://www.icheckmovies.com/movies/game+over+manexclamation/,635,15,0,17,,http://www.imdb.com/title/tt3317234/,"2018-04-01 05:48:41",no,no,no,no
"Atomic Blonde",2017,http://www.icheckmovies.com/movies/atomic+blonde/,3702,175,0,101,,http://www.imdb.com/title/tt2406566/,"2018-04-01 05:46:46",no,no,no,no
"Pay the Ghost",2015,http://www.icheckmovies.com/movies/pay+the+ghost/,295,0,0,21,,http://www.imdb.com/title/tt3733778/,"2018-03-28 00:16:02",no,no,no,no
"King Arthur: Legend of the Sword",2017,http://www.icheckmovies.com/movies/king+arthur+legend+of+the+sword/,2589,106,0,48,,http://www.imdb.com/title/tt1972591/,"2018-03-23 19:37:46",no,no,no,no
"Game Night",2018,http://www.icheckmovies.com/movies/game+night/,4171,195,0,75,,http://www.imdb.com/title/tt2704998/,"2018-03-21 16:11:01",no,no,no,no
"The LEGO Batman Movie",2017,http://www.icheckmovies.com/movies/the+lego+batman+movie/,5431,265,2,128,,http://www.imdb.com/title/tt4116284/,"2018-03-18 01:25:18",no,no,no,no
Arrival,2016,http://www.icheckmovies.com/movies/arrival-2016/,17926,2187,7,504,,http://www.imdb.com/title/tt2543164/,"2018-03-10 21:48:36",no,no,no,no
"Wind River",2017,http://www.icheckmovies.com/movies/wind+river-2017/,4153,350,0,144,,http://www.imdb.com/title/tt5362988/,"2018-03-10 21:47:16",no,no,no,no
"Dead Awake",2016,http://www.icheckmovies.com/movies/dead+awake-2016/,61,0,0,4,,http://www.imdb.com/title/tt3778010/,"2018-03-08 02:42:06",no,no,no,no
"Here Alone",2016,http://www.icheckmovies.com/movies/here+alone/,118,1,0,16,,http://www.imdb.com/title/tt4814760/,"2018-03-07 23:40:40",no,no,no,no
Sleepless,2017,http://www.icheckmovies.com/movies/sleepless-2017/,396,9,0,16,,http://www.imdb.com/title/tt2072233/,"2018-03-07 20:31:07",no,no,no,no
"Sweet Home",2015,http://www.icheckmovies.com/movies/sweet+home-2015/,59,2,0,6,,http://www.imdb.com/title/tt3477752/,"2018-03-07 20:29:25",no,no,no,no
Zootopia,2016,http://www.icheckmovies.com/movies/zootopia/,18802,1538,7,351,,http://www.imdb.com/title/tt2948356/,"2018-03-07 03:02:45",no,no,no,no
"Alien: Covenant",2017,http://www.icheckmovies.com/movies/alien+covenant/,5545,134,1,146,,http://www.imdb.com/title/tt2316204/,"2018-03-05 13:09:31",no,no,no,no
Trespass,2011,http://www.icheckmovies.com/movies/trespass-2011/,1361,13,0,47,,http://www.imdb.com/title/tt1674784/,"2018-03-04 15:09:32",no,no,no,no
"The Cloverfield Paradox",2018,http://www.icheckmovies.com/movies/the+cloverfield+paradox/,2020,34,0,55,,http://www.imdb.com/title/tt2548396/,"2018-03-02 20:28:03",no,no,no,no
"Welcome to Willits",2016,http://www.icheckmovies.com/movies/welcome+to+willits/,24,1,0,3,,http://www.imdb.com/title/tt3074952/,"2018-02-27 18:19:18",no,yes,no,no
"The Road",2009,http://www.icheckmovies.com/movies/the+road/,14451,879,1,213,,http://www.imdb.com/title/tt0898367/,"2018-02-27 02:02:35",no,no,no,no
"How to Train Your Dragon",2010,http://www.icheckmovies.com/movies/how+to+train+your+dragon/,70518,5138,12,564,,http://www.imdb.com/title/tt0892769/,"2018-02-26 13:10:25",no,no,yes,no
"xXx: Return of Xander Cage",2017,http://www.icheckmovies.com/movies/xxx+return+of+xander+cage/,1648,24,1,38,,http://www.imdb.com/title/tt1293847/,"2018-02-24 06:14:27",no,no,no,no
"USS Indianapolis: Men of Courage",2016,http://www.icheckmovies.com/movies/uss+indianapolis+men+of+courage/,151,3,0,10,,http://www.imdb.com/title/tt2032572/,"2018-02-24 06:07:22",no,no,no,no
"Cult of Chucky",2017,http://www.icheckmovies.com/movies/cult+of+chucky/,457,10,0,34,,http://www.imdb.com/title/tt3280262/,"2018-02-23 19:29:29",no,no,no,no
"The Unborn",2009,http://www.icheckmovies.com/movies/the+unborn/,2251,25,0,53,,http://www.imdb.com/title/tt1139668/,"2018-02-19 03:05:02",no,no,no,no
"Black Panther",2018,http://www.icheckmovies.com/movies/black+panther-2018/,12402,623,6,330,,http://www.imdb.com/title/tt1825683/,"2018-02-16 06:14:38",no,no,no,no
"Pirates of the Caribbean: Dead Men Tell No Tales",2017,http://www.icheckmovies.com/movies/pirates+of+the+caribbean+dead+men+tell+no+tales/,5918,141,2,96,,http://www.imdb.com/title/tt1790809/,"2018-02-13 20:57:57",no,no,no,no
"Office Christmas Party",2016,http://www.icheckmovies.com/movies/office+christmas+party/,1627,27,0,33,,http://www.imdb.com/title/tt1711525/,"2018-02-13 00:37:17",no,no,no,no
"Logan Lucky",2017,http://www.icheckmovies.com/movies/logan+lucky/,3593,179,0,116,,http://www.imdb.com/title/tt5439796/,"2018-02-12 00:32:08",no,no,no,no
"A Cure for Wellness",2016,http://www.icheckmovies.com/movies/a+cure+for+wellness/,1761,70,0,87,,http://www.imdb.com/title/tt4731136/,"2018-02-02 20:25:36",no,no,no,no
"The Scribbler",2014,http://www.icheckmovies.com/movies/the+scribbler/,150,10,0,21,,http://www.imdb.com/title/tt2396721/,"2018-02-02 18:46:50",no,no,no,no
"Vengeance: A Love Story",2017,http://www.icheckmovies.com/movies/vengeance+a+love+story/,107,3,0,10,,http://www.imdb.com/title/tt5460530/,"2018-02-02 17:03:23",no,no,no,no
"War for the Planet of the Apes",2017,http://www.icheckmovies.com/movies/war+for+the+planet+of+the+apes/,5507,283,3,152,,http://www.imdb.com/title/tt3450958/,"2018-02-02 03:16:53",no,no,no,no
Snatched,2017,http://www.icheckmovies.com/movies/snatched-2017/,587,11,0,16,,http://www.imdb.com/title/tt2334871/,"2018-01-31 01:55:17",no,yes,no,no
Footloose,1984,http://www.icheckmovies.com/movies/footloose/,8196,235,2,135,,http://www.imdb.com/title/tt0087277/,"2018-01-29 16:09:35",no,no,no,no
"It Comes at Night",2017,http://www.icheckmovies.com/movies/it+comes+at+night/,2271,106,0,120,,http://www.imdb.com/title/tt4695012/,"2018-01-28 23:41:55",no,no,no,no
"Tinker Tailor Soldier Spy",2011,http://www.icheckmovies.com/movies/tinker+tailor+soldier+spy-2011/,15166,856,1,386,,http://www.imdb.com/title/tt1340800/,"2018-01-26 20:55:19",no,no,no,no
"What We Do in the Shadows",2014,http://www.icheckmovies.com/movies/what+we+do+in+the+shadows/,10321,1448,6,394,,http://www.imdb.com/title/tt3416742/,"2018-01-22 19:50:00",no,no,no,no
