title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
"Employee of the Month",2006,http://www.icheckmovies.com/movies/employee+of+the+month/,3206,35,0,38,,http://www.imdb.com/title/tt0424993/,"2013-05-21 20:01:16",no,no,no,no
"Dunston Checks In",1996,http://www.icheckmovies.com/movies/dunston+checks+in/,1220,17,0,27,,http://www.imdb.com/title/tt0116151/,"2013-05-21 20:01:08",no,no,no,no
Buried,2010,http://www.icheckmovies.com/movies/buried/,10360,481,0,141,,http://www.imdb.com/title/tt1462758/,"2013-05-21 20:00:59",no,no,no,no
"Beverly Hills Ninja",1997,http://www.icheckmovies.com/movies/beverly+hills+ninja/,2669,41,0,27,,http://www.imdb.com/title/tt0118708/,"2013-05-21 20:00:33",no,no,no,no
"The Benchwarmers",2006,http://www.icheckmovies.com/movies/the+benchwarmers/,2978,40,0,33,,http://www.imdb.com/title/tt0437863/,"2013-05-21 20:00:32",no,no,no,no
"Beethoven's 2nd",1993,http://www.icheckmovies.com/movies/beethovens+2nd/,4049,19,0,40,,http://www.imdb.com/title/tt0106375/,"2013-05-21 20:00:30",no,no,no,no
Beethoven,1992,http://www.icheckmovies.com/movies/beethoven/,9818,74,0,53,,http://www.imdb.com/title/tt0103786/,"2013-05-21 20:00:29",no,no,no,no
"Be Kind Rewind",2008,http://www.icheckmovies.com/movies/be+kind+rewind/,10375,355,0,122,,http://www.imdb.com/title/tt0799934/,"2013-05-21 20:00:25",no,no,no,no
"Angels in the Outfield",1994,http://www.icheckmovies.com/movies/angels+in+the+outfield/,3641,56,0,56,,http://www.imdb.com/title/tt0109127/,"2013-05-21 20:00:20",no,no,no,no
"The A-Team",2010,http://www.icheckmovies.com/movies/the+a-team/,16105,375,1,85,,http://www.imdb.com/title/tt0429493/,"2013-05-21 20:00:18",no,no,no,no
"Super Size Me",2004,http://www.icheckmovies.com/movies/super+size+me/,16220,340,1,133,,http://www.imdb.com/title/tt0390521/,"2013-05-21 19:59:26",no,no,no,no
Sahara,2005,http://www.icheckmovies.com/movies/sahara-2005/,4426,73,0,56,,http://www.imdb.com/title/tt0318649/,"2013-05-21 19:57:35",no,no,no,no
"Mr. Holland's Opus",1995,http://www.icheckmovies.com/movies/mr.+hollands+opus/,2395,130,1,73,,http://www.imdb.com/title/tt0113862/,"2013-05-21 19:57:11",no,no,no,no
"Teen Wolf",1985,http://www.icheckmovies.com/movies/teen+wolf/,3598,65,0,77,,http://www.imdb.com/title/tt0090142/,"2013-05-21 19:55:00",no,no,no,no
"Smokin' Aces",2006,http://www.icheckmovies.com/movies/smokin+aces/,6437,181,0,85,,http://www.imdb.com/title/tt0475394/,"2013-05-21 19:54:37",no,no,no,no
"Pitch Black",2000,http://www.icheckmovies.com/movies/pitch+black/,10270,521,1,187,,http://www.imdb.com/title/tt0134847/,"2013-05-21 19:53:54",no,no,no,no
Notorious,2009,http://www.icheckmovies.com/movies/notorious-2009/,1462,35,0,36,,http://www.imdb.com/title/tt0472198/,"2013-05-21 19:53:19",no,no,no,no
Orphan,2009,http://www.icheckmovies.com/movies/orphan/,10171,423,1,170,,http://www.imdb.com/title/tt1148204/,"2013-05-21 19:53:15",no,no,no,no
"Old Dogs",2009,http://www.icheckmovies.com/movies/old+dogs/,2269,15,0,45,,http://www.imdb.com/title/tt0976238/,"2013-05-21 19:53:08",no,no,no,no
Brüno,2009,http://www.icheckmovies.com/movies/bruno/,10340,190,0,114,,http://www.imdb.com/title/tt0889583/,"2013-05-21 19:53:01",no,no,no,no
"Couples Retreat",2009,http://www.icheckmovies.com/movies/couples+retreat/,5216,49,1,50,,http://www.imdb.com/title/tt1078940/,"2013-05-21 19:52:48",no,no,no,no
"Paul Blart: Mall Cop",2009,http://www.icheckmovies.com/movies/paul+blart+mall+cop/,5812,62,2,58,,http://www.imdb.com/title/tt1114740/,"2013-05-21 19:52:40",no,no,no,no
"She's Out of My League",2010,http://www.icheckmovies.com/movies/shes+out+of+my+league/,7601,125,0,55,,http://www.imdb.com/title/tt0815236/,"2013-05-21 19:52:17",no,no,no,no
Devil,2010,http://www.icheckmovies.com/movies/devil/,6305,110,0,105,,http://www.imdb.com/title/tt1314655/,"2013-05-21 19:52:15",no,no,no,no
"The Crazies",2010,http://www.icheckmovies.com/movies/the+crazies-2010/,6835,147,1,128,,http://www.imdb.com/title/tt0455407/,"2013-05-21 19:52:09",no,no,no,no
Legion,2010,http://www.icheckmovies.com/movies/legion/,4028,50,0,61,,http://www.imdb.com/title/tt1038686/,"2013-05-21 19:52:07",no,no,no,no
"Death at a Funeral",2010,http://www.icheckmovies.com/movies/death+at+a+funeral-2010/,2866,57,0,34,,http://www.imdb.com/title/tt1321509/,"2013-05-21 19:51:42",no,no,no,no
"Edge of Darkness",2010,http://www.icheckmovies.com/movies/edge+of+darkness-2010-1/,3844,64,0,60,,http://www.imdb.com/title/tt1226273/,"2013-05-21 19:51:35",no,no,no,no
Takers,2010,http://www.icheckmovies.com/movies/takers/,1827,38,0,51,,http://www.imdb.com/title/tt1135084/,"2013-05-21 19:51:26",no,no,no,no
"Dinner for Schmucks",2010,http://www.icheckmovies.com/movies/dinner+for+schmucks/,7924,144,0,74,,http://www.imdb.com/title/tt0427152/,"2013-05-21 19:51:18",no,no,no,no
"Jackass 3D",2010,http://www.icheckmovies.com/movies/jackass+3d/,7833,176,1,95,,http://www.imdb.com/title/tt1116184/,"2013-05-21 19:51:12",no,no,no,no
"Hannibal Rising",2007,http://www.icheckmovies.com/movies/hannibal+rising/,5934,126,0,70,,http://www.imdb.com/title/tt0367959/,"2013-05-21 19:50:16",no,no,no,no
"Funny Games",2007,http://www.icheckmovies.com/movies/funny+games-2007/,6784,412,1,170,,http://www.imdb.com/title/tt0808279/,"2013-05-21 19:50:12",no,no,no,no
Dexter,2006,http://www.icheckmovies.com/movies/dexter/,10148,1029,0,73,,http://www.imdb.com/title/tt0773262/,"2013-05-21 19:50:10",no,no,no,no
"Black Dynamite",2009,http://www.icheckmovies.com/movies/black+dynamite/,6999,667,1,139,,http://www.imdb.com/title/tt1190536/,"2013-05-21 19:49:02",no,no,no,no
"Hot Rod",2007,http://www.icheckmovies.com/movies/hot+rod/,7878,417,1,111,,http://www.imdb.com/title/tt0787475/,"2013-05-21 19:49:00",no,no,no,no
"Cruel Intentions",1999,http://www.icheckmovies.com/movies/cruel+intentions/,14991,723,0,127,,http://www.imdb.com/title/tt0139134/,"2013-05-21 19:47:44",no,no,no,no
"Little Nicky",2000,http://www.icheckmovies.com/movies/little+nicky/,8677,163,0,63,,http://www.imdb.com/title/tt0185431/,"2013-05-21 19:47:25",no,no,no,no
Unknown,2006,http://www.icheckmovies.com/movies/unknown/,869,16,0,27,,http://www.imdb.com/title/tt0450340/,"2013-05-21 19:44:44",no,no,no,no
Payback,1999,http://www.icheckmovies.com/movies/payback/,4928,209,2,91,,http://www.imdb.com/title/tt0120784/,"2013-05-21 19:44:15",no,no,no,no
"The Ghost and the Darkness",1996,http://www.icheckmovies.com/movies/the+ghost+and+the+darkness/,2063,73,0,70,,http://www.imdb.com/title/tt0116409/,"2013-05-21 19:43:42",no,no,no,no
Daybreakers,2009,http://www.icheckmovies.com/movies/daybreakers/,6677,168,1,138,,http://www.imdb.com/title/tt0433362/,"2013-05-21 19:43:19",no,no,no,no
"The Game Plan",2007,http://www.icheckmovies.com/movies/the+game+plan/,3272,44,0,46,,http://www.imdb.com/title/tt0492956/,"2013-05-21 19:41:18",no,no,no,no
"Shanghai Noon",2000,http://www.icheckmovies.com/movies/shanghai+noon/,8666,154,1,76,,http://www.imdb.com/title/tt0184894/,"2013-05-21 19:41:09",no,no,no,no
"The Addams Family",1991,http://www.icheckmovies.com/movies/the+addams+family/,18035,566,3,166,,http://www.imdb.com/title/tt0101272/,"2013-05-21 19:41:03",no,no,no,no
"I Now Pronounce You Chuck & Larry",2007,http://www.icheckmovies.com/movies/i+now+pronounce+you+chuck+and+larry/,9749,108,2,79,,http://www.imdb.com/title/tt0762107/,"2013-05-21 19:41:01",no,no,no,no
"Scary Movie 4",2006,http://www.icheckmovies.com/movies/scary+movie+4/,11319,96,1,112,,http://www.imdb.com/title/tt0362120/,"2013-05-21 19:40:36",no,no,no,no
"American Pie Presents: The Book of Love",2009,http://www.icheckmovies.com/movies/american+pie+presents+the+book+of+love/,4183,22,0,53,,http://www.imdb.com/title/tt1407050/,"2013-05-21 19:40:27",no,no,no,no
"American Pie Presents Beta House",2007,http://www.icheckmovies.com/movies/american+pie+presents+beta+house/,5589,40,0,51,,http://www.imdb.com/title/tt0974959/,"2013-05-21 19:40:26",no,no,no,no
"American Pie Presents The Naked Mile",2006,http://www.icheckmovies.com/movies/american+pie+presents+the+naked+mile/,6092,39,0,65,,http://www.imdb.com/title/tt0808146/,"2013-05-21 19:40:25",no,no,no,no
"American Pie Presents Band Camp",2005,http://www.icheckmovies.com/movies/american+pie+presents+band+camp/,7568,39,0,68,,http://www.imdb.com/title/tt0436058/,"2013-05-21 19:40:24",no,no,no,no
"50 First Dates",2004,http://www.icheckmovies.com/movies/50+first+dates/,28289,851,2,178,,http://www.imdb.com/title/tt0343660/,"2013-05-21 19:40:14",no,no,no,no
"Big Momma's House",2000,http://www.icheckmovies.com/movies/big+mommas+house/,7801,59,3,61,,http://www.imdb.com/title/tt0208003/,"2013-05-21 19:39:54",no,no,no,no
"Swamp Thing",1982,http://www.icheckmovies.com/movies/swamp+thing/,1001,22,1,75,,http://www.imdb.com/title/tt0084745/,"2013-05-21 19:39:10",no,no,no,no
College,2008,http://www.icheckmovies.com/movies/college-2008/,529,3,0,14,,http://www.imdb.com/title/tt0844671/,"2013-05-21 19:34:41",no,no,no,no
PCU,1994,http://www.icheckmovies.com/movies/pcu/,597,39,0,27,,http://www.imdb.com/title/tt0110759/,"2013-05-21 19:34:39",no,no,no,no
"Revenge of the Nerds II: Nerds in Paradise",1987,http://www.icheckmovies.com/movies/revenge+of+the+nerds+ii+nerds+in+paradise/,1012,18,0,28,,http://www.imdb.com/title/tt0093857/,"2013-05-21 19:34:37",no,no,no,no
"Van Wilder 2: The Rise of Taj",2006,http://www.icheckmovies.com/movies/van+wilder+2+the+rise+of+taj/,1400,7,0,29,,http://www.imdb.com/title/tt0480271/,"2013-05-21 19:34:35",no,no,no,no
"Back to School",1986,http://www.icheckmovies.com/movies/back+to+school/,1656,48,1,50,,http://www.imdb.com/title/tt0090685/,"2013-05-21 19:34:34",no,no,no,no
"Freddy Got Fingered",2001,http://www.icheckmovies.com/movies/freddy+got+fingered/,3492,106,0,75,,http://www.imdb.com/title/tt0240515/,"2013-05-21 19:34:07",no,no,no,no
Rollerball,2002,http://www.icheckmovies.com/movies/rollerball-2002-1/,1057,8,0,33,,http://www.imdb.com/title/tt0246894/,"2013-05-21 19:33:52",no,no,no,no
"Star Trek II: The Wrath of Khan",1982,http://www.icheckmovies.com/movies/star+trek+ii+the+wrath+of+khan/,14532,806,6,294,,http://www.imdb.com/title/tt0084726/,"2013-05-21 19:33:09",no,no,no,no
Hodejegerne,2011,http://www.icheckmovies.com/movies/hodejegerne/,4295,275,0,162,Headhunters,http://www.imdb.com/title/tt1614989/,"2013-05-20 23:12:19",no,no,no,no
"Star Trek Into Darkness",2013,http://www.icheckmovies.com/movies/star+trek+into+darkness/,22142,965,2,321,,http://www.imdb.com/title/tt1408101/,"2013-05-17 08:39:04",no,no,no,no
"The Break-Up",2006,http://www.icheckmovies.com/movies/the+break-up/,22833,167,2,84,,http://www.imdb.com/title/tt0452594/,"2013-05-16 20:16:09",no,no,no,no
"Percy Jackson & the Olympians: The Lightning Thief",2010,http://www.icheckmovies.com/movies/percy+jackson+and+the+olympians+the+lightning+thief/,19583,272,1,120,,http://www.imdb.com/title/tt0814255/,"2013-05-16 20:15:44",no,no,no,no
"Cloudy with a Chance of Meatballs",2009,http://www.icheckmovies.com/movies/cloudy+with+a+chance+of+meatballs/,28451,981,2,187,,http://www.imdb.com/title/tt0844471/,"2013-05-16 20:15:26",no,no,no,no
"Rush Hour 3",2007,http://www.icheckmovies.com/movies/rush+hour+3/,12260,159,3,101,,http://www.imdb.com/title/tt0293564/,"2013-05-16 20:15:10",no,no,no,no
"Grown Ups",2010,http://www.icheckmovies.com/movies/grown+ups/,20281,284,2,128,,http://www.imdb.com/title/tt1375670/,"2013-05-16 20:15:06",no,no,no,no
"Bee Movie",2007,http://www.icheckmovies.com/movies/bee+movie/,25469,265,2,109,,http://www.imdb.com/title/tt0389790/,"2013-05-16 20:15:00",no,no,no,no
"Wrath of the Titans",2012,http://www.icheckmovies.com/movies/wrath+of+the+titans/,8000,98,1,93,,http://www.imdb.com/title/tt1646987/,"2013-05-16 20:14:51",no,no,no,no
"G.I. Joe: The Rise of Cobra",2009,http://www.icheckmovies.com/movies/g.i.+joe+the+rise+of+cobra/,19730,172,2,101,,http://www.imdb.com/title/tt1046173/,"2013-05-16 20:14:48",no,no,no,no
"Prince of Persia: The Sands of Time",2010,http://www.icheckmovies.com/movies/prince+of+persia+the+sands+of+time/,26632,503,1,135,,http://www.imdb.com/title/tt0473075/,"2013-05-16 20:14:36",no,no,no,no
"Clash of the Titans",2010,http://www.icheckmovies.com/movies/clash+of+the+titans/,25393,249,2,145,,http://www.imdb.com/title/tt0800320/,"2013-05-16 20:14:00",no,no,no,no
Ghost,1990,http://www.icheckmovies.com/movies/ghost/,37705,886,9,249,,http://www.imdb.com/title/tt0099653/,"2013-05-16 20:13:55",no,no,no,no
"The Boondock Saints II: All Saints Day",2009,http://www.icheckmovies.com/movies/the+boondock+saints+ii+all+saints+day/,3454,103,0,54,,http://www.imdb.com/title/tt1300851/,"2013-05-16 20:10:37",no,no,no,no
eXistenZ,1999,http://www.icheckmovies.com/movies/existenz/,8738,586,2,288,,http://www.imdb.com/title/tt0120907/,"2013-05-16 20:09:56",no,no,no,no
"The Others",2001,http://www.icheckmovies.com/movies/the+others/,42173,2107,8,444,,http://www.imdb.com/title/tt0230600/,"2013-05-14 20:08:21",no,no,no,no
Ôdishon,1999,http://www.icheckmovies.com/movies/odishon/,9332,700,11,480,Audition,http://www.imdb.com/title/tt0235198/,"2013-05-14 07:11:47",no,no,no,no
Safe,2012,http://www.icheckmovies.com/movies/safe-2012-1/,2687,35,0,39,,http://www.imdb.com/title/tt1656190/,"2013-05-14 07:10:31",no,no,no,no
"You've Got Mail",1998,http://www.icheckmovies.com/movies/youve+got+mail/,35790,949,4,203,,http://www.imdb.com/title/tt0128853/,"2013-05-10 16:56:50",no,no,no,no
"What Women Want",2000,http://www.icheckmovies.com/movies/what+women+want/,40063,479,2,127,,http://www.imdb.com/title/tt0207201/,"2013-05-10 16:56:35",no,no,no,no
Syriana,2005,http://www.icheckmovies.com/movies/syriana/,7347,259,2,167,,http://www.imdb.com/title/tt0365737/,"2013-05-10 16:55:56",no,no,no,no
"Runaway Bride",1999,http://www.icheckmovies.com/movies/runaway+bride/,23616,204,2,67,,http://www.imdb.com/title/tt0163187/,"2013-05-10 16:54:44",no,no,no,no
"The Room",2003,http://www.icheckmovies.com/movies/the+room/,9252,765,1,214,,http://www.imdb.com/title/tt0368226/,"2013-05-10 16:54:30",no,no,no,no
"Road House",1989,http://www.icheckmovies.com/movies/road+house-1989/,5329,177,3,96,,http://www.imdb.com/title/tt0098206/,"2013-05-10 16:54:19",no,no,no,no
"The Rescuers",1977,http://www.icheckmovies.com/movies/the+rescuers/,19472,396,3,151,,http://www.imdb.com/title/tt0076618/,"2013-05-10 16:54:10",no,no,no,no
Pocahontas,1995,http://www.icheckmovies.com/movies/pocahontas/,65977,1276,3,246,,http://www.imdb.com/title/tt0114148/,"2013-05-10 16:53:48",no,no,no,no
"Mr. Brooks",2007,http://www.icheckmovies.com/movies/mr.+brooks/,6851,327,1,92,,http://www.imdb.com/title/tt0780571/,"2013-05-10 16:53:23",no,no,no,no
"The Day After Tomorrow",2004,http://www.icheckmovies.com/movies/the+day+after+tomorrow/,65718,1031,3,225,,http://www.imdb.com/title/tt0319262/,"2013-05-10 16:51:39",no,no,no,no
"The Brave Little Toaster",1987,http://www.icheckmovies.com/movies/the+brave+little+toaster/,10029,385,1,90,,http://www.imdb.com/title/tt0092695/,"2013-05-10 16:51:03",no,no,no,no
Lawless,2012,http://www.icheckmovies.com/movies/lawless/,6910,307,0,154,,http://www.imdb.com/title/tt1212450/,"2013-05-10 16:49:04",no,no,no,no
"John Dies at the End",2012,http://www.icheckmovies.com/movies/john+dies+at+the+end/,3003,176,1,158,,http://www.imdb.com/title/tt1783732/,"2013-05-10 16:48:45",no,no,no,no
ATM,2012,http://www.icheckmovies.com/movies/atm/,698,7,0,36,,http://www.imdb.com/title/tt1603257/,"2013-05-07 20:28:22",no,no,no,no
Savages,2012,http://www.icheckmovies.com/movies/savages-2012-1/,3979,100,0,83,,http://www.imdb.com/title/tt1615065/,"2013-05-07 20:28:11",no,no,no,no
"The Watch",2012,http://www.icheckmovies.com/movies/the+watch-2012-1/,4318,59,0,53,,http://www.imdb.com/title/tt1298649/,"2013-05-07 20:28:04",no,no,no,no
"Universal Soldier",1992,http://www.icheckmovies.com/movies/universal+soldier/,4520,66,1,69,,http://www.imdb.com/title/tt0105698/,"2013-05-03 16:48:25",no,no,no,no
"The Darkest Hour",2011,http://www.icheckmovies.com/movies/the+darkest+hour/,1659,16,0,37,,http://www.imdb.com/title/tt1093357/,"2013-05-03 16:47:36",no,no,no,no
"Iron Man Three",2013,http://www.icheckmovies.com/movies/iron+man+three/,27952,901,3,389,"Iron Man 3",http://www.imdb.com/title/tt1300854/,"2013-05-03 16:47:25",no,no,no,no
Adventureland,2009,http://www.icheckmovies.com/movies/adventureland/,15361,562,1,163,,http://www.imdb.com/title/tt1091722/,"2013-05-02 06:00:20",no,no,no,no
"National Lampoon's Senior Trip",1995,http://www.icheckmovies.com/movies/national+lampoons+senior+trip/,190,9,0,14,"Senior School",http://www.imdb.com/title/tt0113936/,"2013-05-02 06:00:10",no,no,no,no
"Dead Man on Campus",1998,http://www.icheckmovies.com/movies/dead+man+on+campus/,754,22,0,18,,http://www.imdb.com/title/tt0118301/,"2013-05-02 05:59:53",no,no,no,no
"SLC Punk!",1998,http://www.icheckmovies.com/movies/slc+punkexclamation/,2603,287,0,69,,http://www.imdb.com/title/tt0133189/,"2013-05-02 05:59:51",no,no,no,no
"Gulliver's Travels",2010,http://www.icheckmovies.com/movies/gullivers+travels-2010/,8656,76,1,53,,http://www.imdb.com/title/tt1320261/,"2013-05-02 05:59:48",no,no,no,no
"Heavy Weights",1995,http://www.icheckmovies.com/movies/heavy+weights/,2397,108,0,46,,http://www.imdb.com/title/tt0110006/,"2013-05-02 05:59:27",no,no,no,no
"Pauly Shore Is Dead",2003,http://www.icheckmovies.com/movies/pauly+shore+is+dead/,216,3,0,11,,http://www.imdb.com/title/tt0284674/,"2013-05-02 05:59:21",no,no,no,no
Envy,2004,http://www.icheckmovies.com/movies/envy/,2115,26,0,38,,http://www.imdb.com/title/tt0326856/,"2013-05-02 05:59:19",no,no,no,no
"The Heartbreak Kid",2007,http://www.icheckmovies.com/movies/the+heartbreak+kid-2007/,4024,45,0,48,,http://www.imdb.com/title/tt0408839/,"2013-05-02 05:59:14",no,no,no,no
"You, Me and Dupree",2006,http://www.icheckmovies.com/movies/you+me+and+dupree/,6974,61,0,52,,http://www.imdb.com/title/tt0463034/,"2013-05-02 05:58:29",no,no,no,no
Fanboys,2009,http://www.icheckmovies.com/movies/fanboys/,4408,177,0,50,,http://www.imdb.com/title/tt0489049/,"2013-05-02 05:58:27",no,no,no,no
"Observe and Report",2009,http://www.icheckmovies.com/movies/observe+and+report/,4677,114,1,61,,http://www.imdb.com/title/tt1197628/,"2013-05-02 05:58:23",no,no,no,no
"Hollywood Homicide",2003,http://www.icheckmovies.com/movies/hollywood+homicide/,1367,9,0,32,,http://www.imdb.com/title/tt0329717/,"2013-05-02 05:58:13",no,no,no,no
"Patriot Games",1992,http://www.icheckmovies.com/movies/patriot+games/,4157,96,2,81,,http://www.imdb.com/title/tt0105112/,"2013-05-02 05:58:07",no,no,no,no
Witness,1985,http://www.icheckmovies.com/movies/witness/,8340,329,9,304,,http://www.imdb.com/title/tt0090329/,"2013-05-02 05:58:02",no,no,no,no
"28 Days",2000,http://www.icheckmovies.com/movies/28+days/,3634,82,0,43,,http://www.imdb.com/title/tt0191754/,"2013-05-02 05:57:44",no,no,no,no
"The Good Shepherd",2006,http://www.icheckmovies.com/movies/the+good+shepherd/,4353,92,0,102,,http://www.imdb.com/title/tt0343737/,"2013-05-02 05:57:06",no,no,no,no
"Hercules in New York",1970,http://www.icheckmovies.com/movies/hercules+in+new+york/,1000,16,0,43,,http://www.imdb.com/title/tt0065832/,"2013-05-02 05:55:18",no,no,no,no
"Conan the Barbarian",1982,http://www.icheckmovies.com/movies/conan+the+barbarian/,10035,342,3,204,,http://www.imdb.com/title/tt0082198/,"2013-05-02 05:55:13",no,no,no,no
"Conan the Destroyer",1984,http://www.icheckmovies.com/movies/conan+the+destroyer/,3855,70,2,76,,http://www.imdb.com/title/tt0087078/,"2013-05-02 05:55:13",no,no,no,no
Commando,1985,http://www.icheckmovies.com/movies/commando/,8876,367,2,137,,http://www.imdb.com/title/tt0088944/,"2013-05-02 05:55:11",no,no,no,no
"Raw Deal",1986,http://www.icheckmovies.com/movies/raw+deal-1986/,1661,22,1,45,,http://www.imdb.com/title/tt0091828/,"2013-05-02 05:55:10",no,no,no,no
"The Running Man",1987,http://www.icheckmovies.com/movies/the+running+man/,6973,196,1,125,,http://www.imdb.com/title/tt0093894/,"2013-05-02 05:55:09",no,no,no,no
"Red Heat",1988,http://www.icheckmovies.com/movies/red+heat/,2824,35,1,52,,http://www.imdb.com/title/tt0095963/,"2013-05-02 05:55:08",no,no,no,no
Junior,1994,http://www.icheckmovies.com/movies/junior/,6680,53,0,53,,http://www.imdb.com/title/tt0110216/,"2013-05-02 05:55:05",no,no,no,no
"Jingle All the Way",1996,http://www.icheckmovies.com/movies/jingle+all+the+way/,8985,135,0,86,,http://www.imdb.com/title/tt0116705/,"2013-05-02 05:55:02",no,no,no,no
"Collateral Damage",2002,http://www.icheckmovies.com/movies/collateral+damage/,3761,30,0,44,,http://www.imdb.com/title/tt0233469/,"2013-05-02 05:54:59",no,no,no,no
Extract,2009,http://www.icheckmovies.com/movies/extract/,2517,36,0,38,,http://www.imdb.com/title/tt1225822/,"2013-05-02 05:54:19",no,no,no,no
Mirrors,2008,http://www.icheckmovies.com/movies/mirrors/,3981,71,0,73,,http://www.imdb.com/title/tt0790686/,"2013-05-02 05:53:58",no,no,no,no
"The Sentinel",2006,http://www.icheckmovies.com/movies/the+sentinel-2006-1/,1655,22,0,42,,http://www.imdb.com/title/tt0443632/,"2013-05-02 05:53:56",no,no,no,no
"Taking Lives",2004,http://www.icheckmovies.com/movies/taking+lives/,3102,73,0,51,,http://www.imdb.com/title/tt0364045/,"2013-05-02 05:53:50",no,no,no,no
"Walking Tall",2004,http://www.icheckmovies.com/movies/walking+tall/,2940,47,0,39,,http://www.imdb.com/title/tt0351977/,"2013-05-02 05:53:15",no,no,no,no
"The Dukes of Hazzard",2005,http://www.icheckmovies.com/movies/the+dukes+of+hazzard/,4649,45,0,48,,http://www.imdb.com/title/tt0377818/,"2013-05-02 05:53:14",no,no,no,no
"The Ringer",2005,http://www.icheckmovies.com/movies/the+ringer/,2010,38,0,28,,http://www.imdb.com/title/tt0267891/,"2013-05-02 05:53:12",no,no,no,no
"Tenacious D in The Pick of Destiny",2006,http://www.icheckmovies.com/movies/tenacious+d+in+the+pick+of+destiny/,10625,459,0,84,"Tenacious D in the Pick of Destiny",http://www.imdb.com/title/tt0365830/,"2013-05-02 05:52:38",no,no,no,no
Cyrus,2010,http://www.icheckmovies.com/movies/cyrus/,2788,56,0,59,,http://www.imdb.com/title/tt1336617/,"2013-05-02 05:52:33",no,no,no,no
"Blues Brothers 2000",1998,http://www.icheckmovies.com/movies/blues+brothers+2000/,2277,32,0,38,,http://www.imdb.com/title/tt0118747/,"2013-05-02 05:52:21",no,no,no,no
"The Stupids",1996,http://www.icheckmovies.com/movies/the+stupids/,546,20,0,27,,http://www.imdb.com/title/tt0117768/,"2013-05-02 05:52:20",no,no,no,no
"Romeo Must Die",2000,http://www.icheckmovies.com/movies/romeo+must+die/,3494,52,0,42,,http://www.imdb.com/title/tt0165929/,"2013-05-02 05:52:01",no,no,no,no
"Death Sentence",2007,http://www.icheckmovies.com/movies/death+sentence/,2035,71,0,57,,http://www.imdb.com/title/tt0804461/,"2013-05-02 05:51:00",no,no,no,no
"Four Brothers",2005,http://www.icheckmovies.com/movies/four+brothers/,5328,147,0,79,,http://www.imdb.com/title/tt0430105/,"2013-05-02 05:50:58",no,no,no,no
"Last Action Hero",1993,http://www.icheckmovies.com/movies/last+action+hero/,9356,293,2,123,,http://www.imdb.com/title/tt0107362/,"2013-05-02 05:50:27",no,no,no,no
"Mortal Kombat",1995,http://www.icheckmovies.com/movies/mortal+kombat/,8140,159,2,102,,http://www.imdb.com/title/tt0113855/,"2013-05-02 05:50:05",no,no,no,no
"The Rocker",2008,http://www.icheckmovies.com/movies/the+rocker/,2121,33,0,27,,http://www.imdb.com/title/tt1031969/,"2013-05-02 05:49:42",no,no,no,no
"Gone Baby Gone",2007,http://www.icheckmovies.com/movies/gone+baby+gone/,12041,797,0,248,,http://www.imdb.com/title/tt0452623/,"2013-05-02 05:49:11",no,no,no,no
Mindhunters,2004,http://www.icheckmovies.com/movies/mindhunters/,1989,69,0,52,,http://www.imdb.com/title/tt0297284/,"2013-05-02 05:47:46",no,no,no,no
"Broken Arrow",1996,http://www.icheckmovies.com/movies/broken+arrow/,4694,70,3,60,,http://www.imdb.com/title/tt0115759/,"2013-05-02 05:47:38",no,no,no,no
"The Wizard",1989,http://www.icheckmovies.com/movies/the+wizard/,1073,37,0,45,,http://www.imdb.com/title/tt0098663/,"2013-05-02 05:47:31",no,no,no,no
Push,2009,http://www.icheckmovies.com/movies/push/,5352,152,0,79,,http://www.imdb.com/title/tt0465580/,"2013-05-02 05:47:10",no,no,no,no
"The Losers",2010,http://www.icheckmovies.com/movies/the+losers/,4129,91,0,51,,http://www.imdb.com/title/tt0480255/,"2013-05-02 05:47:09",no,no,no,no
"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,http://www.icheckmovies.com/movies/aqua+teen+hunger+force+colon+movie+film+for+theaters/,813,48,0,40,,http://www.imdb.com/title/tt0455326/,"2013-05-02 05:46:28",no,no,no,no
"Sky High",2005,http://www.icheckmovies.com/movies/sky+high-2005-1/,5757,114,0,81,,http://www.imdb.com/title/tt0405325/,"2013-05-02 05:46:24",no,no,no,no
"McHale's Navy",1997,http://www.icheckmovies.com/movies/mchales+navy/,319,2,0,13,,http://www.imdb.com/title/tt0119640/,"2013-05-02 05:46:11",no,no,no,no
Unleashed,2005,http://www.icheckmovies.com/movies/unleashed-2005/,3999,150,1,62,,http://www.imdb.com/title/tt0342258/,"2013-05-02 05:45:49",no,no,no,no
"Super Mario Bros.",1993,http://www.icheckmovies.com/movies/super+mario+bros./,4339,55,0,80,,http://www.imdb.com/title/tt0108255/,"2013-05-02 05:44:37",no,no,no,no
Michael,1996,http://www.icheckmovies.com/movies/michael-1996-1/,2205,42,1,36,,http://www.imdb.com/title/tt0117038/,"2013-05-02 05:44:33",no,no,no,no
"Funny People",2009,http://www.icheckmovies.com/movies/funny+people/,8726,177,0,91,,http://www.imdb.com/title/tt1201167/,"2013-05-02 05:43:19",no,no,no,no
"The Jacket",2005,http://www.icheckmovies.com/movies/the+jacket/,5406,294,0,129,,http://www.imdb.com/title/tt0366627/,"2013-05-02 05:42:42",no,no,no,no
